,G,3PAr,FTr,TOV_pct_,OWS,DBPM,OWS_p_48,DWS_p_48,Year_3PAr,Reb_p_Vers,Defense,Val_p_Shot,_pct_Min,RAW_Contrib,Tm_Sum,Reb_p_Vers_1,Defense_1,MPG,Tm_Sum_1,Tm_Adj_1,Tm_DRtg,OStdErr,Dcontrib_1,Production,ProddashGm,True_Salary,Adjusted_Production,Yrs_Experience,Playoffs
14278,56,0.40299999999999997,0.22699999999999998,14.8,2.7,1.7,0.067,0.075,0.222,1.81,-0.52,0.24,0.48,0.5,-3.29,0.0,0.0,0.4,0.6,0.0,4.8,1.4,0.9,12200000.0,17400000.0,16200000.0,17900000.0,10.0,1
14279,59,0.0,0.289,13.5,1.9,1.4,0.049,0.1,0.222,2.3,-0.82,-0.03,0.48,-0.06,4.71,0.6,-0.1,0.3,3.6,-0.5,6.4,1.4,0.7,7000000.0,9400000.0,11500000.0,9700000.0,8.0,1
14280,48,0.182,0.488,12.4,1.3,1.4,0.033,0.059000000000000004,0.222,-0.47,0.43,-0.04,0.47,0.64,-2.67,-0.6,0.0,0.7,-0.9,-0.7,-1.0,1.4,0.7,7100000.0,11400000.0,10500000.0,9600000.0,9.0,0
14281,71,0.353,0.175,11.0,0.5,-0.7,0.013000000000000001,0.049,0.222,-1.41,0.27,-0.05,0.47,-0.76,0.8,-0.6,0.2,0.0,-0.4,0.2,2.4,1.4,-0.4,3000000.0,3300000.0,4000000.0,2800000.0,2.0,1
14282,67,0.444,0.247,9.9,2.0,-1.9,0.052000000000000005,0.01,0.222,-0.25,-0.72,0.2,0.47,0.19,-4.74,-0.5,-0.1,0.0,-0.4,-1.1,-4.6,1.4,-0.9,3300000.0,3800000.0,2300000.0,2600000.0,4.0,0
14283,65,0.205,0.324,9.2,2.3,-0.4,0.059000000000000004,0.043,0.222,-1.72,-1.09,-0.07,0.47,-0.48,-0.16,-0.8,-0.2,0.1,1.6,-0.6,-0.2,1.4,-0.2,2600000.0,3000000.0,3600000.0,2400000.0,5.0,1
14284,58,0.419,0.17300000000000001,7.5,2.6,-2.1,0.067,0.011000000000000001,0.222,-3.01,-2.04,0.08,0.46,-0.29,-5.75,-1.2,-0.3,0.3,-0.6,-0.8,-3.0,1.4,-1.1,2800000.0,3600000.0,3400000.0,2600000.0,2.0,0
14285,72,0.002,0.32299999999999995,10.9,4.4,0.9,0.114,0.032,0.222,-0.25,0.97,0.0,0.47,1.46,-5.92,0.9,-0.1,-0.1,-1.8,0.1,-5.8,1.4,0.5,11300000.0,12700000.0,8800000.0,14400000.0,5.0,0
14286,56,0.3,0.267,7.3,1.5,-1.6,0.039,0.027999999999999997,0.222,-0.71,-0.43,-0.03,0.47,0.21,-4.74,-0.5,0.0,0.3,-0.4,-1.1,-4.6,1.4,-0.8,3300000.0,4400000.0,3500000.0,3000000.0,12.0,0
14287,81,0.239,0.27399999999999997,26.3,-1.3,0.6,-0.034,0.042,0.222,2.33,1.02,0.13,0.46,-0.71,-1.34,0.9,0.4,-0.3,0.5,-0.5,-1.2,1.4,0.3,1000000.0,1000000.0,1300000.0,1000000.0,0.0,0
14288,78,0.628,0.254,12.1,2.0,-0.5,0.053,0.047,0.222,-0.19,0.76,0.17,0.46,0.49,3.61,-0.2,0.4,-0.2,4.2,-0.4,0.5,1.4,-0.3,7200000.0,7500000.0,6500000.0,8200000.0,2.0,1
14289,59,0.551,0.18600000000000003,12.5,2.3,1.6,0.06,0.045,0.222,-0.41,0.49,0.15,0.46,1.22,1.78,-0.4,-0.1,0.2,4.5,0.1,-1.4,1.4,0.9,11500000.0,15600000.0,14400000.0,17700000.0,9.0,0
14290,49,0.298,0.293,9.8,1.9,-0.5,0.05,0.037000000000000005,0.222,-1.76,-1.02,-0.12,0.45,-0.53,1.97,-0.8,-0.1,0.6,2.2,0.5,0.1,1.4,-0.3,4100000.0,6100000.0,9300000.0,5200000.0,3.0,1
14291,78,0.083,0.23600000000000002,12.0,0.0,0.6,0.001,0.059000000000000004,0.222,-0.14,-0.75,-0.14,0.45,-1.18,0.25,-0.6,0.0,-0.2,1.8,-0.5,1.6,1.5,0.3,100000.0,100000.0,1500000.0,500000.0,0.0,1
14292,73,0.467,0.154,16.7,0.8,-2.0,0.022000000000000002,0.027999999999999997,0.222,2.66,-0.41,0.42,0.45,-0.19,-5.75,0.5,0.1,-0.1,-0.6,-0.8,-3.0,1.5,-0.9,3200000.0,3500000.0,2100000.0,2600000.0,4.0,0
14293,81,0.063,0.311,10.2,1.7,3.0,0.045,0.102,0.222,-0.38,1.67,-0.1,0.45,0.43,4.71,-0.3,0.6,-0.3,3.6,-0.5,6.4,1.5,1.4,8900000.0,9000000.0,9600000.0,12200000.0,4.0,1
14294,50,0.13,0.431,11.0,2.8,-0.7,0.076,0.051,0.222,1.14,-0.63,-0.06,0.45,-0.6,-1.49,0.1,-0.1,0.5,1.0,0.9,0.2,1.5,-0.3,5500000.0,8400000.0,10700000.0,7700000.0,7.0,1
14295,51,0.344,0.16699999999999998,8.1,2.3,-0.8,0.062,0.032,0.222,-1.67,-0.03,-0.07,0.45,0.12,2.83,-0.8,-0.3,0.4,3.6,0.2,-3.4,1.5,-0.4,4800000.0,7100000.0,8000000.0,6000000.0,3.0,1
14296,80,0.451,0.18100000000000002,14.0,0.8,-1.0,0.022000000000000002,0.057999999999999996,0.222,-0.27,-0.71,0.25,0.44,-0.95,-1.27,-0.4,0.1,-0.3,0.4,-1.5,4.6,1.5,-0.5,600000.0,600000.0,1300000.0,800000.0,10.0,0
14297,67,0.433,0.20600000000000002,10.9,0.9,0.0,0.024,0.046,0.222,-3.22,-0.52,-0.04,0.44,-0.62,-2.85,-1.4,-0.1,-0.1,-0.9,-0.4,1.0,1.5,0.0,2700000.0,3100000.0,3000000.0,2400000.0,2.0,1
14298,75,0.006,0.375,13.7,1.4,0.0,0.038,0.040999999999999995,0.222,-0.42,-0.86,-0.11,0.44,-0.65,-3.75,0.2,-0.3,-0.2,-1.6,-0.6,-1.2,1.5,0.0,1100000.0,1100000.0,1300000.0,1100000.0,2.0,0
14299,75,0.318,0.44799999999999995,9.7,3.5,-2.3,0.09699999999999999,0.044000000000000004,0.222,0.75,-0.7,0.24,0.44,0.07,0.25,0.1,0.0,-0.2,1.8,-0.5,1.6,1.5,-1.1,5900000.0,6300000.0,5200000.0,6400000.0,5.0,1
14300,80,0.016,0.295,11.1,1.4,2.7,0.038,0.105,0.222,-1.27,1.13,-0.27,0.44,-0.34,4.71,0.3,-0.3,-0.3,3.6,-0.5,6.4,1.5,1.2,5200000.0,5300000.0,5700000.0,5800000.0,1.0,1
14301,78,0.418,0.21,8.5,2.2,-1.3,0.061,0.034,0.222,-0.62,-0.95,0.0,0.44,-0.42,1.78,-0.5,-0.1,-0.3,4.5,0.1,-1.4,1.5,-0.6,3700000.0,3800000.0,3500000.0,3500000.0,1.0,0
14302,81,0.003,0.235,14.9,1.5,2.2,0.042,0.09,0.222,0.49,1.59,-0.25,0.44,-0.17,0.23,1.3,0.4,-0.3,2.7,0.5,2.1,1.5,1.0,7300000.0,7400000.0,7300000.0,9100000.0,1.0,1
14303,54,0.18,0.502,17.5,2.6,-2.5,0.07200000000000001,0.024,0.222,2.37,-0.46,0.53,0.43,-0.14,-5.75,0.4,0.1,0.3,-0.6,-0.8,-3.0,1.5,-1.1,3300000.0,4500000.0,3900000.0,3300000.0,6.0,0
14304,81,0.302,0.20800000000000002,9.8,1.6,-0.8,0.045,0.031,0.222,-1.72,-0.32,-0.07,0.43,-0.74,1.78,-0.7,0.1,-0.3,4.5,0.1,-1.4,1.5,-0.4,2100000.0,2100000.0,2300000.0,1900000.0,2.0,0
14305,81,0.065,0.155,13.8,-0.3,1.6,-0.008,0.07400000000000001,0.222,1.0,-0.05,-0.19,0.43,-0.66,0.25,0.5,-0.3,-0.3,1.8,-0.5,1.6,1.5,0.8,2400000.0,2400000.0,2200000.0,2000000.0,3.0,1
14306,66,0.0,0.616,12.6,1.8,-0.1,0.05,0.047,0.222,-2.4,-0.86,-0.16,0.43,-0.75,-2.67,-0.3,-0.3,-0.1,-0.9,-0.7,-1.0,1.5,0.0,400000.0,200000.0,1400000.0,600000.0,9.0,0
14307,71,0.452,0.185,10.3,1.1,-0.6,0.032,0.037000000000000005,0.222,-2.09,-0.5,-0.04,0.43,-0.33,-3.75,-0.8,0.1,-0.2,-1.6,-0.6,-1.2,1.5,-0.3,2500000.0,2700000.0,1900000.0,2100000.0,1.0,0
14308,72,0.171,0.251,15.2,1.0,0.0,0.028999999999999998,0.032,0.222,2.49,0.66,0.11,0.42,0.12,-2.09,0.5,0.2,-0.2,0.9,0.0,-4.9,1.5,0.1,4300000.0,4800000.0,3000000.0,4000000.0,13.0,0
14309,69,0.0,0.19899999999999998,19.4,-1.5,2.7,-0.042,0.049,0.222,0.3,2.53,-0.21,0.43,-0.08,-4.24,0.6,-0.2,-0.2,-1.9,-0.4,-3.0,1.5,1.3,3400000.0,3800000.0,2300000.0,2900000.0,7.0,0
14310,80,0.48700000000000004,0.165,10.3,2.1,-1.6,0.059000000000000004,0.04,0.222,-2.12,-1.72,0.05,0.43,-1.07,0.23,-1.2,-0.2,-0.4,2.7,0.5,2.1,1.5,-0.8,2900000.0,2900000.0,3400000.0,2800000.0,0.0,1
14311,61,0.488,0.24,10.7,2.6,0.1,0.07400000000000001,0.055,0.222,-1.49,-0.63,0.17,0.43,0.48,-2.85,-1.2,-0.1,0.0,-0.9,-0.4,1.0,1.5,0.1,7600000.0,9900000.0,7900000.0,10100000.0,8.0,1
14312,56,0.58,0.10400000000000001,12.8,1.9,-1.2,0.055,0.034,0.222,-0.35,-1.16,0.28,0.42,-0.02,-0.16,-0.5,-0.1,0.1,1.6,-0.6,-0.2,1.5,-0.6,4300000.0,5900000.0,5500000.0,4900000.0,12.0,1
14313,77,0.255,0.16399999999999998,9.3,0.3,-1.0,0.009000000000000001,0.043,0.222,-2.72,-1.0,-0.12,0.42,-1.63,-2.24,-1.3,-0.1,-0.3,0.2,-0.3,2.4,1.5,-0.5,-1100000.0,-1200000.0,1000000.0,-100000.0,7.0,1
14314,48,0.47,0.57,8.4,4.2,-1.8,0.12,0.02,0.222,-2.21,-1.02,0.07,0.42,0.38,2.83,-0.9,-0.1,0.4,3.6,0.2,-3.4,1.5,-0.8,5900000.0,9300000.0,9600000.0,8300000.0,2.0,1
14315,81,0.29100000000000004,0.242,15.9,1.9,-1.6,0.054000000000000006,0.039,0.222,2.29,-1.7,0.27,0.42,-1.33,-4.48,0.6,-0.2,-0.4,0.7,0.4,2.7,1.5,-0.7,2800000.0,2800000.0,2900000.0,2600000.0,4.0,1
14316,76,0.456,0.16399999999999998,8.0,2.1,-2.5,0.061,0.03,0.222,-3.32,0.0,-0.01,0.42,-0.5,-2.09,-1.6,-0.1,-0.3,0.9,0.0,-4.9,1.5,-1.1,1400000.0,1400000.0,1200000.0,1200000.0,5.0,0
14317,73,0.486,0.17300000000000001,12.7,0.6,-1.0,0.017,0.043,0.222,-0.56,-1.05,-0.07,0.42,-1.06,-1.49,-0.3,-0.1,-0.3,1.0,0.9,0.2,1.5,-0.5,2900000.0,3100000.0,3600000.0,2900000.0,12.0,1
14318,68,0.063,0.28600000000000003,9.1,0.9,-0.3,0.027000000000000003,0.040999999999999995,0.222,-1.06,0.03,-0.12,0.42,-0.7,-2.67,-0.5,0.0,-0.2,-0.9,-0.7,-1.0,1.5,-0.1,500000.0,400000.0,1200000.0,700000.0,1.0,0
14319,82,0.519,0.156,9.2,2.7,-0.6,0.079,0.07,0.222,-1.75,-0.97,0.15,0.42,-0.35,4.71,-1.0,-0.1,-0.4,3.6,-0.5,6.4,1.5,-0.4,4900000.0,4900000.0,5000000.0,5400000.0,7.0,1
14320,51,0.444,0.535,16.3,4.7,-1.4,0.138,0.033,0.222,0.34,-0.5,0.41,0.42,0.38,-1.49,-0.2,0.1,0.3,1.0,0.9,0.2,1.5,-0.7,9600000.0,14800000.0,14400000.0,15900000.0,13.0,1
14321,55,0.008,0.335,9.7,3.2,0.8,0.095,0.055999999999999994,0.222,-2.57,0.01,-0.1,0.41,-0.24,-5.85,-1.2,-0.3,0.1,0.4,0.5,-2.8,1.5,0.5,5700000.0,8100000.0,7200000.0,7500000.0,3.0,0
14322,80,0.42100000000000004,0.23399999999999999,8.3,3.4,-3.1,0.1,0.009000000000000001,0.222,-0.99,-1.64,0.13,0.41,-0.24,4.01,-0.5,-0.2,-0.4,3.6,-0.5,-3.0,1.5,-1.3,1200000.0,1200000.0,1200000.0,1100000.0,1.0,0
14323,80,0.01,0.215,11.4,1.5,0.3,0.046,0.067,0.222,-1.77,1.01,-0.18,0.41,-0.74,0.8,-0.2,-0.1,-0.4,-0.4,0.2,2.4,1.5,0.1,2300000.0,2300000.0,2200000.0,2100000.0,2.0,1
14324,65,0.0,0.34299999999999997,10.1,2.9,0.2,0.086,0.033,0.222,-2.3,0.51,-0.11,0.41,0.31,-5.92,0.0,-0.2,-0.2,-1.8,0.1,-5.8,1.5,0.2,5400000.0,6600000.0,3700000.0,5500000.0,0.0,0
14325,72,0.155,0.308,17.5,2.6,2.2,0.08,0.067,0.222,2.09,0.44,0.18,0.4,1.11,-2.85,0.9,-0.1,-0.3,-0.9,-0.4,1.0,1.5,1.0,10300000.0,11600000.0,9300000.0,15500000.0,3.0,1
14326,56,0.446,0.16399999999999998,9.0,1.2,-1.0,0.036000000000000004,0.03,0.222,-0.82,-0.46,0.09,0.4,0.13,-5.75,-0.6,0.1,0.1,-0.6,-0.8,-3.0,1.5,-0.4,4300000.0,5900000.0,3800000.0,4600000.0,6.0,0
14327,49,0.5539999999999999,0.146,9.5,0.9,1.5,0.027000000000000003,0.078,0.222,-1.2,0.65,0.1,0.4,0.84,-1.27,-0.9,0.4,0.3,0.4,-1.5,4.6,1.5,0.6,8600000.0,13800000.0,12100000.0,14400000.0,5.0,0
14328,79,0.631,0.098,18.6,0.3,-0.3,0.009000000000000001,0.046,0.222,-0.85,-1.14,0.07,0.4,-1.08,5.97,-0.6,0.0,-0.4,4.8,-0.2,3.2,1.5,-0.2,400000.0,400000.0,1700000.0,500000.0,7.0,1
14329,70,0.595,0.16,18.0,0.7,0.4,0.02,0.069,0.222,-0.57,0.47,0.11,0.4,-0.45,3.39,-0.6,0.4,-0.3,2.6,0.5,3.1,1.5,0.1,4700000.0,5400000.0,5800000.0,5800000.0,2.0,1
14330,78,0.10099999999999999,0.235,10.1,1.1,0.3,0.033,0.055,0.222,-2.48,0.7,-0.15,0.4,-0.71,0.8,-1.0,0.3,-0.4,-0.4,0.2,2.4,1.5,0.1,2300000.0,2400000.0,2300000.0,2100000.0,1.0,1
14331,48,0.002,0.46799999999999997,15.7,3.1,4.1,0.095,0.11,0.222,2.2,1.04,-0.02,0.4,1.64,4.71,1.7,-0.1,0.3,3.6,-0.5,6.4,1.5,1.7,13900000.0,23100000.0,19500000.0,24600000.0,3.0,1
14332,82,0.33,0.157,9.8,1.1,-0.9,0.034,0.059000000000000004,0.222,-1.72,0.49,-0.07,0.4,-0.81,5.97,-0.7,0.3,-0.5,4.8,-0.2,3.2,1.5,-0.4,1600000.0,1600000.0,2200000.0,1500000.0,4.0,1
14333,80,0.349,0.267,25.3,0.2,-0.8,0.006,0.024,0.222,2.46,0.29,0.17,0.39,-0.68,2.63,0.9,0.2,-0.4,1.9,-0.1,-2.7,1.5,-0.4,-200000.0,-200000.0,800000.0,500000.0,9.0,0
14334,63,0.409,0.281,13.7,0.9,-1.6,0.027000000000000003,0.024,0.222,-1.13,-0.23,0.1,0.39,-0.84,-1.34,-0.6,0.0,-0.2,0.5,-0.5,-1.2,1.5,-0.7,-200000.0,-500000.0,1100000.0,300000.0,4.0,0
14335,81,0.8290000000000001,0.20800000000000002,5.3,3.0,-0.8,0.09300000000000001,0.052000000000000005,0.222,-3.87,-1.04,0.16,0.39,-0.09,3.39,-1.6,-0.2,-0.5,2.6,0.5,3.1,1.5,-0.4,6300000.0,6400000.0,6300000.0,8100000.0,7.0,1
14336,59,0.003,0.23800000000000002,16.0,0.8,4.6,0.024,0.092,0.222,2.29,1.59,-0.3,0.39,0.96,3.61,1.0,-0.2,-0.1,4.2,-0.4,0.5,1.5,2.0,8800000.0,11800000.0,10800000.0,14400000.0,14.0,1
14337,70,0.003,0.413,9.5,2.2,-1.6,0.068,0.05,0.222,-1.65,-0.95,-0.21,0.39,-1.38,-2.85,0.3,-0.1,-0.3,-0.9,-0.4,1.0,1.5,-0.7,-1500000.0,-1900000.0,700000.0,0.0,1.0,1
14338,71,0.0,0.302,16.7,2.1,1.3,0.066,0.047,0.222,-0.77,-0.27,-0.08,0.38,0.16,1.97,0.5,-0.1,-0.3,2.2,0.5,0.1,1.5,0.5,6400000.0,7300000.0,6500000.0,8600000.0,6.0,1
14339,59,0.49,0.28600000000000003,9.5,2.7,-0.3,0.085,0.057,0.222,-2.34,-1.46,0.13,0.38,-0.49,-3.29,-1.2,-0.1,-0.1,0.6,0.0,4.8,1.5,-0.2,5700000.0,7600000.0,7700000.0,8100000.0,4.0,1
14340,60,0.239,0.205,10.2,1.1,1.2,0.035,0.086,0.222,-1.41,0.13,-0.09,0.38,-0.09,-1.27,-0.4,0.1,-0.1,0.4,-1.5,4.6,1.5,0.4,4100000.0,5200000.0,4000000.0,4500000.0,2.0,0
14341,54,0.0,0.506,12.8,3.8,2.6,0.121,0.08900000000000001,0.222,0.45,0.92,-0.02,0.38,1.11,5.97,1.0,-0.5,0.0,4.8,-0.2,3.2,1.5,1.0,10400000.0,15300000.0,14900000.0,19000000.0,5.0,1
14342,55,0.215,0.256,10.5,1.6,-3.2,0.052000000000000005,0.006999999999999999,0.222,-0.02,-0.96,0.09,0.38,-0.71,-2.09,-0.2,0.0,0.0,0.9,0.0,-4.9,1.5,-1.3,100000.0,-300000.0,1400000.0,400000.0,11.0,0
14343,72,0.047,0.37,13.1,2.0,2.6,0.065,0.087,0.222,-0.42,4.1,-0.02,0.38,1.18,0.8,0.2,1.0,-0.4,-0.4,0.2,2.4,1.5,1.1,10900000.0,12300000.0,11900000.0,19500000.0,6.0,1
14344,48,0.256,0.24,14.8,1.7,-1.4,0.055999999999999994,0.02,0.222,0.22,-0.17,0.26,0.37,-0.03,-3.36,-0.3,0.2,0.2,-1.9,-0.7,-3.0,1.5,-0.5,2300000.0,3200000.0,2800000.0,2300000.0,7.0,0
14345,75,0.0,0.737,21.5,1.2,2.9,0.039,0.068,0.222,-3.49,0.34,-0.22,0.37,-0.09,3.39,-0.4,-0.6,-0.5,2.6,0.5,3.1,1.5,1.1,6000000.0,6500000.0,6400000.0,8200000.0,3.0,1
14346,82,0.772,0.10400000000000001,11.3,1.4,0.5,0.046,0.07200000000000001,0.222,-1.96,-0.8,0.16,0.37,-0.29,4.71,-1.0,0.0,-0.6,3.6,-0.5,6.4,1.5,0.1,4500000.0,4500000.0,4300000.0,5200000.0,7.0,1
14347,81,0.35200000000000004,0.293,18.3,-0.8,0.2,-0.025,0.047,0.222,-1.79,0.5,-0.14,0.37,-0.91,-1.34,-0.5,0.2,-0.5,0.5,-0.5,-1.2,1.5,0.1,-600000.0,-700000.0,600000.0,500000.0,0.0,0
14348,72,0.365,0.22899999999999998,10.2,1.2,-0.8,0.04,0.03,0.222,-1.21,0.23,-0.06,0.36,-0.24,-2.09,-0.6,-0.1,-0.4,0.9,0.0,-4.9,1.5,-0.3,2200000.0,2400000.0,1300000.0,1900000.0,1.0,0
14349,66,0.62,0.11599999999999999,6.5,3.0,-0.1,0.1,0.047,0.222,-2.15,-1.16,0.12,0.36,0.2,0.23,-0.7,-0.2,-0.3,2.7,0.5,2.1,1.5,0.0,7800000.0,9500000.0,9400000.0,12800000.0,6.0,1
14350,64,0.65,0.223,7.8,4.0,0.4,0.133,0.083,0.222,-0.79,-0.33,0.1,0.36,0.87,-3.29,0.5,-0.2,-0.3,0.6,0.0,4.8,1.5,0.1,11700000.0,14700000.0,14600000.0,22600000.0,2.0,1
14351,80,0.025,0.659,12.1,2.6,-1.1,0.08900000000000001,0.027000000000000003,0.222,-0.98,-1.18,-0.1,0.35,-1.05,-5.85,-0.1,-0.1,-0.6,0.4,0.5,-2.8,1.5,-0.4,1100000.0,1100000.0,1000000.0,1100000.0,5.0,0
14352,59,0.11900000000000001,0.183,13.4,-0.4,-2.3,-0.013000000000000001,0.0,0.222,-1.07,-1.27,-0.13,0.36,-1.54,-5.92,-0.4,-0.1,-0.2,-1.8,0.1,-5.8,1.5,-0.9,-3600000.0,-5400000.0,800000.0,500000.0,2.0,0
14353,53,0.006,0.444,12.4,1.8,-1.1,0.062,0.024,0.222,-1.09,-0.91,-0.12,0.35,-0.56,-3.75,0.7,-0.1,-0.1,-1.6,-0.6,-1.2,1.5,-0.5,900000.0,900000.0,1600000.0,900000.0,3.0,0
14354,67,0.14,0.581,15.3,1.5,-1.2,0.051,0.064,0.222,-0.62,-1.66,0.09,0.35,-0.94,-1.27,-0.6,-0.2,-0.4,0.4,-1.5,4.6,1.5,-0.5,-200000.0,-400000.0,900000.0,300000.0,11.0,0
14355,59,0.0,0.11699999999999999,16.9,1.1,1.7,0.037000000000000005,0.051,0.222,-0.98,1.05,-0.21,0.35,0.35,4.01,0.3,0.0,-0.2,3.6,-0.5,-3.0,1.5,0.7,3800000.0,4900000.0,3400000.0,4100000.0,6.0,0
14356,58,0.326,0.21,10.5,1.4,-3.3,0.048,0.004,0.222,-1.52,-0.28,0.08,0.35,-0.59,-5.92,-0.8,0.2,-0.2,-1.8,0.1,-5.8,1.5,-1.2,900000.0,800000.0,1100000.0,900000.0,7.0,0
14357,51,0.389,0.157,7.5,0.9,-1.1,0.032,0.027999999999999997,0.222,-1.34,-0.21,-0.1,0.35,-0.51,-5.85,-0.6,0.1,0.0,0.4,0.5,-2.8,1.5,-0.4,3600000.0,5200000.0,4500000.0,4400000.0,12.0,0
14358,73,0.003,0.22399999999999998,16.0,1.0,2.1,0.033,0.07200000000000001,0.222,0.5,-0.13,-0.23,0.35,-0.5,0.23,0.6,-0.1,-0.5,2.7,0.5,2.1,1.5,0.8,4300000.0,4800000.0,4400000.0,5300000.0,14.0,1
14359,58,0.47200000000000003,0.16,8.1,1.9,-0.1,0.066,0.038,0.222,-2.58,0.94,0.07,0.35,0.39,-3.75,-1.1,0.1,-0.2,-1.6,-0.6,-1.2,1.5,0.0,5400000.0,7200000.0,4200000.0,6500000.0,5.0,0
14360,70,0.163,0.326,11.4,1.0,-1.0,0.036000000000000004,0.046,0.222,0.65,-0.6,0.08,0.35,-0.96,-2.24,-0.2,0.1,-0.5,0.2,-0.3,2.4,1.5,-0.4,1100000.0,1100000.0,1400000.0,1100000.0,5.0,1
14361,56,0.22699999999999998,0.391,13.1,-0.4,0.3,-0.013000000000000001,0.036000000000000004,0.222,-1.86,1.74,-0.18,0.34,-0.43,-4.24,-0.6,0.6,-0.2,-1.9,-0.4,-3.0,1.5,0.1,1200000.0,1300000.0,1300000.0,1200000.0,3.0,0
14362,65,0.36700000000000005,0.419,11.7,2.6,-0.3,0.091,0.024,0.222,-0.43,-0.72,0.11,0.34,0.36,-4.24,0.1,-0.2,-0.4,-1.9,-0.4,-3.0,1.5,0.0,4900000.0,5900000.0,2800000.0,5200000.0,2.0,0
14363,60,0.282,0.40399999999999997,16.6,1.7,-2.6,0.061,0.003,0.222,2.06,-0.96,0.3,0.34,-0.4,-5.92,0.3,0.0,-0.3,-1.8,0.1,-5.8,1.5,-0.9,1600000.0,1900000.0,1200000.0,1500000.0,2.0,0
14364,72,0.004,0.794,14.5,0.8,2.0,0.028999999999999998,0.075,0.222,-3.71,0.16,-0.31,0.34,-1.02,-4.48,-0.5,-0.5,-0.5,0.7,0.4,2.7,1.5,0.7,2600000.0,2800000.0,2500000.0,2600000.0,9.0,1
14365,64,0.551,0.127,10.2,1.4,-0.5,0.05,0.039,0.222,-2.62,0.55,-0.03,0.33,-0.01,2.83,-0.9,-0.1,-0.4,3.6,0.2,-3.4,1.5,-0.1,3400000.0,4100000.0,2900000.0,3700000.0,3.0,1
14366,47,0.218,0.264,8.6,1.2,-1.4,0.044000000000000004,0.033,0.222,-0.27,-0.52,-0.02,0.33,-0.61,3.61,-0.2,0.0,0.0,4.2,-0.4,0.5,1.5,-0.5,900000.0,900000.0,2900000.0,900000.0,4.0,1
14367,43,0.295,0.20199999999999999,16.0,1.0,-1.1,0.038,0.040999999999999995,0.222,3.59,1.06,0.39,0.32,0.27,-1.34,1.1,0.3,0.1,0.5,-0.5,-1.2,1.5,-0.3,4600000.0,7800000.0,5900000.0,6700000.0,11.0,0
14368,61,0.349,0.256,13.7,0.5,1.1,0.019,0.07200000000000001,0.222,-1.75,1.11,-0.01,0.32,-0.06,-2.85,-1.0,0.3,-0.4,-0.9,-0.4,1.0,1.5,0.4,4000000.0,5100000.0,3100000.0,4700000.0,0.0,1
14369,73,0.01,0.315,16.3,0.7,0.0,0.027000000000000003,0.046,0.222,1.59,0.7,0.11,0.32,-0.4,-2.67,0.3,0.1,-0.6,-0.9,-0.7,-1.0,1.5,0.0,1200000.0,1200000.0,700000.0,1100000.0,5.0,0
14370,79,0.0,0.772,18.2,1.5,0.7,0.057,0.061,0.222,-0.25,-0.25,-0.12,0.32,-0.38,-0.16,0.7,0.0,-0.7,1.6,-0.6,-0.2,1.5,0.2,1800000.0,1800000.0,1000000.0,1500000.0,7.0,1
14371,54,0.013000000000000001,0.38299999999999995,20.2,0.5,3.3,0.019,0.053,0.222,0.36,1.92,-0.32,0.31,0.75,-2.09,0.8,0.1,-0.3,0.9,0.0,-4.9,1.5,1.2,6500000.0,9400000.0,5800000.0,10100000.0,14.0,0
14372,48,0.025,0.19899999999999998,13.0,1.0,2.4,0.04,0.064,0.222,1.37,0.6,-0.14,0.31,0.11,-1.49,0.3,0.0,-0.1,1.0,0.9,0.2,1.5,0.8,6600000.0,10600000.0,10000000.0,12600000.0,10.0,1
14373,72,0.253,0.331,17.3,0.8,-1.3,0.032,0.016,0.222,-1.14,-0.5,0.04,0.31,-0.57,2.63,-0.3,-0.1,-0.6,1.9,-0.1,-2.7,1.5,-0.4,-100000.0,-300000.0,600000.0,500000.0,0.0,0
14374,82,0.28800000000000003,0.177,17.7,0.7,-1.9,0.028999999999999998,0.033,0.222,2.4,-0.73,0.16,0.3,-1.2,1.97,0.6,0.0,-0.8,2.2,0.5,0.1,1.5,-0.6,-900000.0,-900000.0,600000.0,200000.0,1.0,1
14375,70,0.0,0.7440000000000001,18.7,1.3,-0.3,0.052000000000000005,0.02,0.222,-3.06,-0.13,0.04,0.3,-0.41,-4.74,-0.6,-0.3,-0.6,-0.4,-1.1,-4.6,1.5,-0.1,0.0,-200000.0,700000.0,800000.0,4.0,0
14377,52,0.005,0.172,17.3,0.7,3.7,0.027000000000000003,0.10400000000000001,0.222,-0.97,0.37,-0.18,0.3,0.07,4.71,-0.3,-0.1,-0.3,3.6,-0.5,6.4,1.5,1.2,5300000.0,7700000.0,7800000.0,9300000.0,15.0,1
14378,74,0.544,0.107,14.6,1.2,0.1,0.049,0.037000000000000005,0.222,-0.5,1.1,0.08,0.3,0.38,4.01,0.0,0.0,-0.7,3.6,-0.5,-3.0,1.5,0.1,3700000.0,4000000.0,1900000.0,3800000.0,9.0,0
14379,72,0.755,0.13,11.2,0.8,-0.7,0.033,0.040999999999999995,0.222,-1.91,-1.41,0.08,0.29,-0.68,-4.48,-0.8,-0.1,-0.7,0.7,0.4,2.7,1.5,-0.2,3400000.0,3700000.0,2700000.0,3900000.0,10.0,1
